LA Name,School Name,Address 1,Address 2,Address 3,Post code,Phone
 Dumfries & Galloway , St Ninian's RC School , Church Lane , Newton Stewart , -   , DG8 6ER , 01671 402210 
 Dumfries & Galloway , Portpatrick School , School Brae , Portpatrick , STRANRAER , DG9 8LG , 01776 810395 
 Dumfries & Galloway , Port William School , Port William , Newton Stewart , -   , DG8 9JX , 01988 700207 
 Dumfries & Galloway , Sandhead School , Sandhead , Stranraer , -   , DG9 9JD , 01776 830256 
 Dumfries & Galloway , Park School , Ashwood Drive , Stranraer , -   , DG9 7NW , 01776 704032 
 Dumfries & Galloway , Rephad School , Ladies Walk , Stranraer , -   , DG9 8BW , 01776 704195 
 Dumfries & Galloway , St Joseph's RC School , Lewis Street , Stranraer , -   , DG9 7AR , 01776 703460 
 Dumfries & Galloway , Sheuchan School , Leswalt High Road , Stranraer , -   , DG9 0AL , 01776 702835 
 Dumfries & Galloway , Wigtown Primary School , New Road , Wigtown , NEWTON STEWART , DG8 9JE , 01988 402300 
 Dumfries & Galloway , Whithorn School , Whithorn , Newton Stewart , -   , DG8 8PN , 01988 500291 
 Dumfries & Galloway , Creetown School , Chain Road , Creetown , NEWTON STEWART , DG8 7JR , 01671 820243 
 Dumfries & Galloway , Minnigaff School , McGregor Drive , Minnigaff , NEWTON STEWART , DG8 6PE , 01671 402477 
 Dumfries & Galloway , Belmont School , Galloway Avenue , Stranraer , -   , DG9 7BH , 01776 702952 
 Dumfries & Galloway , Kirkcudbright Primary School , St Mary's Wynd , -   , KIRKCUDBRIGHT , DG6 4JT , 01557 332610 
 Dumfries & Galloway , Auchencairn School , Auchencairn , Castle Douglas , -   , DG7 1QU , 01556 640236 
 Dumfries & Galloway , Borgue School , Borgue , Kirkcudbright , -   , DG6 4SH , 01557 870249 
 Dumfries & Galloway , Carsphairn School , Carsphairn , Castle Douglas , -   , DG7 3TQ , 01644 460269 
 Dumfries & Galloway , Castle Douglas Primary School , Jenny's Loaning , Castle Douglas , -   , DG7 1JA , 01556 502071 
 Dumfries & Galloway , Colvend School , Colvend , Dalbeattie , -   , DG5 4QD , 01556 630281 
 Dumfries & Galloway , Crossmichael School , Crossmichael , Castle Douglas , -   , DG7 3AP , 01556 670282 
 Dumfries & Galloway , Dalbeattie Primary School , Southwick Road , Dalbeattie , -   , DG5 4HR , 01556 610323 
 Dumfries & Galloway , Gelston School , Gelston , Castle Douglas , -   , DG7 1SH , 01556 502415 
 Dumfries & Galloway , Hardgate School , Hardgate , Castle Douglas , -   , DG7 3LD , 01556 660221 
 Dumfries & Galloway , Kells School , Braeside , New Galloway , CASTLE DOUGLAS , DG7 3RL , 01644 420340 
 Dumfries & Galloway , Kirkgunzeon School , Kirkgunzeon , Dumfries , -   , DG2 8LA , 01387 760221 
 Dumfries & Galloway , Lochrutton School , Lochfoot , Dumfries , -   , DG2 8NR , 01387 730248 
 Dumfries & Galloway , Palnackie School , Palnackie , Castle Douglas , -   , DG7 1PW , 01556 600223 
 Dumfries & Galloway , Springholm School , Reoch Park , Springholm , CASTLE DOUGLAS , DG7 3LJ , 01556 650326 
 Dumfries & Galloway , Twynholm School , Twynholm , Kirkcudbright , -   , DG6 4NY , 01557 860235 
 Dumfries & Galloway , Dalry School , Kirkland Street , Dalry , CASTLE DOUGLAS , DG7 3UX , 01644 430259 
 Dumfries & Galloway , Gatehouse School , Gatehouse Of Fleet , Castle Douglas , -   , DG7 2JX , 01557 814262 
 Dumfries & Galloway , Kirkbean School , Kirkbean , Dumfries , -   , DG2 8DW , 01387 880272 
 Dumfries & Galloway , New Abbey School , New Abbey , Dumfries , -   , DG2 8BY , 01387 850256 
 Dumfries & Galloway , Shawhead School , Shawhead , Dumfries , -   , DG2 9SL , 01387 730240 
 Dumfries & Galloway , Ae School , Ae Village , Dumfries , -   , DG1 1RG , 01387 860229 
 Dumfries & Galloway , Amisfield School , Amisfield , Dumfries , -   , DG1 3LN , 01387 710320 
 Dumfries & Galloway , Brownhall School , Glencaple Road , Dumfries , -   , DG1 4TU , 01387 253564 
 Dumfries & Galloway , Closeburn School , Closeburn , Thornhill , DUMFRIESSHIRE , DG3 5HP , 01848 331240 
 Dumfries & Galloway , Collin School , 2 Main Road , Collin , DUMFRIES , DG1 4JE , 01387 750227 
 Dumfries & Galloway , Laurieknowe School , Laurieknowe , Dumfries , -   , DG2 7AJ , 01387 252604 
 Dumfries & Galloway , Lincluden School , Priory Road , Lincluden , DUMFRIES , DG2 0PU , 01387 273010 
 Dumfries & Galloway , Lochside School , Lochside Road , Dumfries , -   , DG2 0NF , 01387 720318 
 Dumfries & Galloway , Loreburn School , George Street , Dumfries , -   , DG1 1EA , 01387 254642 
 Dumfries & Galloway , Noblehill School , 233 Annan Road , Dumfries , -   , DG1 3HB , 01387 252167 
 Dumfries & Galloway , St Ninian's School , Lochside Road , Dumfries , -   , DG2 0EL , 01387 720364 
 Dumfries & Galloway , St Michael's School , Glebe Street , Dumfries , -   , DG1 2LZ , 01387 253058 
 Dumfries & Galloway , St Teresa's RC School , Lochside Road , Dumfries , -   , DG2 0DY , 01387 255732 
 Dumfries & Galloway , Troqueer School , Hill Avenue , Troqueer , DUMFRIES , DG2 7LR , 01387 273020 
 Dumfries & Galloway , Duncow School , Kirkmahaoe , Duncow , DUMFRIES , DG1 1TA , 01387 710305 
 Dumfries & Galloway , Dunscore School , Dunscore , Dumfries , -   , DG2 0SY , 01387 820242 
 Dumfries & Galloway , Georgetown School , Gillbrae Road , Dumfries , -   , DG1 4EJ , 01387 264079 
 Dumfries & Galloway , Holywood School , School Road , Holywood , DUMFRIES , DG2 0RF , 01387 720326 
 Dumfries & Galloway , Hutton School , Boreland , Lockerbie , -   , DG11 2LL , 01576 610258 
 Dumfries & Galloway , Kelloholm School , Hyslop Street , Kelloholm , SANQUHAR , DG4 6QJ , 01659 67228 
 Dumfries & Galloway , Locharbriggs School , Wallamhill Road , Locharbriggs , DUMFRIES , DG1 1UW , 01387 710241 
 Dumfries & Galloway , Moniaive School , Chapel Street , Moniaive , THORNHILL , DG3 4EJ , 01848 200328 
 Dumfries & Galloway , Nethermill School , Parkgate , Dumfries , -   , DG1 3NL , 01387 860268 
 Dumfries & Galloway , Penpont School , Penpont , Thornhill , -   , DG3 4BH , 01848 330453 
 Dumfries & Galloway , Sanquhar Primary School , Queensberry Court , Lovedale , SANQUHAR , DG4 6BD , 01659 50275 
 Dumfries & Galloway , Caerlaverock School , Church Street , Glencaple , DUMFRIES , DG1 4QU , 01387 770237 
 Dumfries & Galloway , Calside School , Calside Road , Dumfries , -   , DG1 4HB , 01387 263594 
 Dumfries & Galloway , St Andrew's RC School , Craigs Road , Dumfries , -   , DG1 4EX , 01387 273001 
 Dumfries & Galloway , Wallace Hall Primary School , Station Road , Thornhill , -   , DG3 5DS , 01848 332140 
 Dumfries & Galloway , Cargenbridge School , Waterside Road , Cargenbridge , DUMFRIES , DG2 8LL , 01387 273550 
 Dumfries & Galloway , Hecklegirth School , Solway Street , Annan , DUMFRIESSHIRE , DG12 6HY , 01461 202606 
 Dumfries & Galloway , Newington School , Hospital Road , Annan , DUMFRIESSHIRE , DG12 6LA , 01461 202459 
 Dumfries & Galloway , St Columba's RC School , Shawhill Road , Annan , DUMFRIESSHIRE , DG12 6JX , 01461 202752 
 Dumfries & Galloway , Applegarth School , Lockerbie , Dumfriesshire , -   , DG11 2SH , 01576 202228 
 Dumfries & Galloway , Beattock School , Craigielands Park , Beattock , MOFFAT , DG10 9RB , 01683 300363 
 Dumfries & Galloway , Brydekirk School , School Street , Brydekirk , ANNAN , DG12 5LX , 01461 202449 
 Dumfries & Galloway , Canonbie School , Canonbie , Dumfriesshire , -   , DG14 0XA , 01387 371336 
 Dumfries & Galloway , Cummertrees School , Cummertrees , Annan , -   , DG12 5PD , 01461 700257 
 Dumfries & Galloway , Carrutherstown School , Carrutherstown , Dumfries , -   , DG1 4LD , 01387 840644 
 Dumfries & Galloway , Eaglesfield School , Eaglesfield , Lockerbie , -   , DG11 3PA , 01461 500280 
 Dumfries & Galloway , Eastriggs School , Annan Road , Eastriggs , ANNAN , DG12 6PZ , 01461 40301 
 Dumfries & Galloway , Hoddom School , Langlands Road , Ecclefechan , LOCKERBIE , DG11 3DS , 01576 300613 
 Dumfries & Galloway , Gretna School , Victory Avenue , Gretna , -   , DG16 5AG , 01461 339105 
 Dumfries & Galloway , Springfield Primary School , Springfield , Gretna , -   , DG16 5HS , 01461 338113 
 Dumfries & Galloway , Hightae School , Hightae , Lockerbie , -   , DG11 1JN , 01387 810382 
 Dumfries & Galloway , Hottsbridge School , Waterbeck , Lockerbie , -   , DG11 3HA , 01461 600243 
 Dumfries & Galloway , Johnstonebridge School , Johnstonebridge , Lockerbie , DUMFRIESSHIRE , DG11 1ES , 01576 470246 
 Dumfries & Galloway , Kirkpatrick Fleming School , Kirkpatrick Fleming , Lockerbie , -   , DG11 3AU , 01461 800239 
 Dumfries & Galloway , Lochmaben School , Lochmaben , Lockerbie , -   , DG11 1NR , 01387 810208 
 Dumfries & Galloway , St Mungo School , Kettleholm , Lockerbie , -   , DG11 1BT , 01576 510235 
 Dumfries & Galloway , Tundergarth School , Tundergarth , Lockerbie , -   , DG11 2QA , 01576 710221 
 Dumfries & Galloway , Moffat Academy , Jeff Brown Drive , Moffat , -   , DG10 9QL , 01683 222000 
 Dumfries & Galloway , Lockerbie Primary School , Glasgow Road , Lockerbie , -   , DG11 2AT , 01576 205180 
 Dumfries & Galloway , Elmvale School , Wood Avenue , Annan , -   , DG12 6DH , 01461 202036 
 Dumfries & Galloway , Langholm Primary School , Thomas Telford Road , Langholm , -   , DG13 0BL , 01387 380900 
 Orkney Islands , Burray Primary School , Burray , Orkney , -   , KW17 2SS , 01856 731208 
 Orkney Islands , Dounby Community School , Dounby , Orkney , -   , KW17 2JA , 01856 771234 
 Orkney Islands , Eday Primary School , Eday , Orkney , -   , KW17 2AA , 01857 622227 
 Orkney Islands , Firth Primary School , Finstown , Orkney , -   , KW17 2ES , 01856 761212 
 Orkney Islands , Hope Primary School , St Margaret's Hope , Orkney , -   , KW17 2TN , 01856 831217 
 Orkney Islands , Papdale Primary School , Kirkwall , Orkney , -   , KW15 1PJ , 01856 872650 
 Orkney Islands , North Ronaldsay Primary School , North Ronaldsay , Orkney , -   , KW17 2BG , 01857 633224 
 Orkney Islands , Orphir Community School , Orphir , Orkney , -   , KW17 2RF , 01856 811265 
 Orkney Islands , Papa Westray Community School , Papa Westray , Orkney , -   , KW17 2BU , 01857 644226 
 Orkney Islands , Rousay Primary School , Rousay , Orkney , -   , KW17 2PR , 01856 821226 
 Orkney Islands , Stenness Community School , Stenness , Orkney , -   , KW16 3LB , 01856 850212 
 Orkney Islands , Stromness Primary School , Stromness , Orkney , -   , KW16 3JS , 01856 850544 
 Orkney Islands , North Walls Community School , Lyness , Stromness , ORKNEY , KW16 3NX , 01856 791246 
 Orkney Islands , Evie Primary School , Evie , Orkney , -   , KW17 2PE , 01856 751237 
 Orkney Islands , Westray Junior High School , Westray , Orkney , -   , KW17 2DH , 01857 677353 
 Orkney Islands , Sanday Community School , Sanday , Orkney , -   , KW17 2AY , 01857 600228 
 Orkney Islands , Glaitness School , Kirkwall , Orkney , -   , KW15 1RP , 01856 873648 
 Orkney Islands , Shapinsay Community School , Shapinsay , Orkney , -   , KW17 2DY , 01856 711218 
 Orkney Islands , St Andrew's Primary School , Toab , Orkney , -   , KW17 2QU , 01856 861256 
 Orkney Islands , Stronsay Junior High School , Stronsay , Orkney , -   , KW17 2AE , 01857 616246 
 Shetland Islands , Burravoe Primary School , Burravoe , Yell , SHETLAND , ZE2 9AY , 01595 807088 
 Shetland Islands , Cullivoe Primary School , Cullivoe , Yell , SHETLAND , ZE2 9DD , 01595 807080 
 Shetland Islands , Cunningsburgh Primary School , Cunningsburgh , Shetland , -   , ZE2 9HB , 01595 807250 
 Shetland Islands , Dunrossness Primary School , Dunrossness , Shetland , -   , ZE2 9JG , 01595 745440 
 Shetland Islands , Fair Isle Primary School , Fair Isle , Shetland , -   , ZE2 9JU , 01595 760254 
 Shetland Islands , Fetlar Primary School , Fetlar , Shetland , -   , ZE2 9DJ , 01595 807072 
 Shetland Islands , Foula Primary School , Shetland , -   , -   , ZE2 9PN , 01595 745026 
 Shetland Islands , Tingwall Primary School , Tingwall , Shetland , -   , ZE2 9SE , 01595 807244 
 Shetland Islands , Hamnavoe Primary School , Hamnavoe , Shetland , -   , ZE2 9LA , 01595 807440 
 Shetland Islands , Happyhansel Primary School , Walls , Shetland , -   , ZE2 9PG , 01595 807450 
 Shetland Islands , Urafirth Primary School , Heylor , Shetland , -   , ZE2 9RH , 01595 807460 
 Shetland Islands , Bell's Brae Primary School , Gilbertson Road , Lerwick , SHETLAND , ZE1 0QB , 01595 743720 
 Shetland Islands , Lunnasting Primary School , Vidlin , Shetland , -   , ZE2 9QB , 01595 745690 
 Shetland Islands , North Roe Primary School , North Roe , Shetland , -   , ZE2 9RY , 01595 745685 
 Shetland Islands , Ollaberry Primary School , Ollaberry , Shetland , -   , ZE2 9RT , 01595 807270 
 Shetland Islands , Sandness Primary School , Sandness , Shetland , -   , ZE2 9PL , 01595 744236 
 Shetland Islands , Skeld Primary School , Westerskeld , Shetland , -   , ZE2 9NL , 01595 860227 
 Shetland Islands , Nesting Primary School , South Nesting , Shetland , -   , ZE2 9PP , 01595 743701 
 Shetland Islands , Whiteness Primary School , Whiteness , Shetland , -   , ZE2 9LJ , 01595 745380 
 Shetland Islands , Aith Junior High School , Aith , Shetland , -   , ZE2 9NB , 01595 807400 
 Shetland Islands , Baltasound Junior High School , Baltasound , Unst , SHETLAND , ZE2 9DY , 01595 807020 
 Shetland Islands , Brae High School , Brae , Shetland , -   , ZE2 9QG , 01595 745600 
 Shetland Islands , Mid Yell Junior High School , Mid Yell , Shetland , -   , ZE2 9BN , 01595 745050 
 Shetland Islands , Sandwick Junior High School , Sandwick , Shetland , -   , ZE2 9HH , 01595 745320 
 Shetland Islands , Scalloway Junior High School , Scalloway , Shetland , -   , ZE1 0TN , 01595 743777 
 Shetland Islands , Whalsay School , Symbister , Whalsay , SHETLAND , ZE2 9AQ , 01595 743800 
 Shetland Islands , Sound Primary School , Lerwick , Shetland , -   , ZE1 0LY , 01595 744982 
 Shetland Islands , Mossbank Primary School , Mossbank , Shetland , -   , ZE2 9RB , 01595 807280 
 Eilean Siar , Sgoil Bhaile a Mhanaich , Balivanich , Isle of Benbecula , -   , HS7 5LS , 01870 604886 
 Eilean Siar , Eoligarry Primary School , Castlebay , Barra , -   , HS9 5YD , 01871 817231 
 Eilean Siar , Castlebay School , Castlebay , Barra , -   , HS9 5XD , 01871 810100 
 Eilean Siar , Daliburgh School , Daliburgh , South Uist , -   , HS8 5SS , 01878 700276 
 Eilean Siar , Leverhulme Memorial School , Leverburgh , Harris , -   , HS5 3TS , 01859 502980 
 Eilean Siar , Sir E Scott School , Tarbert , Isle of Harris , WESTERN ISLES , HS3 3BG , 01859 502900 
 Eilean Siar , Bernera Primary School , Bernera , Lewis , -   , HS2 9LT , 01851 822892 
 Eilean Siar , Breasclete Primary School , Breasclete , Lewis , -   , HS2 9ED , 01851 822890 
 Eilean Siar , Laxdale Primary School , Laxdale , Isle of Lewis , -   , HS2 0DS , 01851 702171 
 Eilean Siar , Stornoway Primary School , Jamieson Drive , Stornoway , ISLE OF LEWIS , HS1 2LF , 01851 703418 
 Eilean Siar , Pairc Primary School , Gravir , Lewis , -   , HS2 9QX , 01851 822883 
 Eilean Siar , Tolsta Primary School , North Tolsta , Lewis , -   , HS2 0NH , 01851 822874 
 Eilean Siar , Tong Primary School , Tong , Lewis , -   , HS2 0HJ , 01851 822873 
 Eilean Siar , Sgoil an Rubha , Bayble , Point , ISLE OF LEWIS , HS2 0PX , 01851 870641 
 Eilean Siar , Back School , Back , Lewis , -   , HS2 0LB , 01851 820230 
 Eilean Siar , Lionel School , Lionel , Port of Ness , ISLE OF LEWIS , HS2 0XB , 01851 810208 
 Eilean Siar , Sgoil-nan-Loch , Leurbost , Lewis , -   , HS2 9NS , 01851 705187 
 Eilean Siar , Shawbost School , Shawbost , Lewis , -   , HS2 9BQ , 01851 710212 
 Eilean Siar , Uig Primary School , Timsgarry , Uig , ISLE OF LEWIS , HS2 9JE , 01851 822872 
 Eilean Siar , Iochdar Primary School , Iochdar , South Uist , -   , HS8 5RQ , 01870 604891 
 Argyll & Bute , Strath of Appin Primary School Gaelic Medium , Strath of Appin , Appin , ARGYLL , PA38 4BG , 01631 730345 
 Argyll & Bute , Achahoish Primary School , Achahoish , Lochgilphead , ARGYLL , PA31 8NZ , 01880 770288 
 Argyll & Bute , Achaleven Primary School , Connel , By Oban , ARGYLL , PA37 1PH , 01631 710529 
 Argyll & Bute , Arinagour Primary School , Arinagour , Isle Of Coll , ARGYLL , PA78 6TA , 01879 230376 
 Argyll & Bute , Ardrishaig Primary School , Glengilp Road , Ardrishaig , ARGYLL , PA30 8HF , 01546 603695 
 Argyll & Bute , Barcaldine Primary School , Barcaldine , By Oban , ARGYLL , PA37 1SG , 01631 720391 
 Argyll & Bute , Bunessan Primary School , Bunessan , Isle Of Mull , ARGYLL , PA67 6DL , 01681 700283 
 Argyll & Bute , Carradale Primary School , Carradale , Campbeltown , ARGYLL , PA28 6SD , 01583 431244 
 Argyll & Bute , Clachan Primary School , Clachan , Tarbert , ARGYLL , PA29 6XL , 01880 740258 
 Argyll & Bute , Craignish Primary School , Ardfern , Lochgilphead , ARGYLL , PA31 8QN , 01852 500652 
 Argyll & Bute , Dalmally Primary School , Glenview , Dalmally , ARGYLL , PA33 1BE , 01838 200359 
 Argyll & Bute , Dervaig Primary School , Dervaig , Isle Of Mull , ARGYLL , PA75 6QW , 01688 400227 
 Argyll & Bute , Drumlemble Primary School , Drumlemble , Campbeltown , ARGYLL , PA28 6PN , 01586 810240 
 Argyll & Bute , Dunbeg Primary School , Etive Road , Dunbeg , ARGYLL , PA37 1QF , 01631 564781 
 Argyll & Bute , Dunoon Primary School , Hillfoot Street , Dunoon , ARGYLL , PA23 7DR , 01369 704159 
 Argyll & Bute , St Mun's Primary School , Pilot Street , Dunoon , ARGYLL , PA23 8DB , 01369 703643 
 Argyll & Bute , Easdale Primary School , Easdale , Isle of Seil , OBAN , PA34 4RF , 01852 300243 
 Argyll & Bute , Furnace Primary School , Furnace , By Inveraray , ARGYLL , PA32 8XN , 01499 500627 
 Argyll & Bute , Gigha Primary School , Isle Of Gigha , Argyll , -   , PA41 7AA , 01583 505259 
 Argyll & Bute , Glassary Primary School , Kilmichael , Glassary , LOCHGILPHEAD , PA31 8QA , 01546 605219 
 Argyll & Bute , Glenbarr Primary School , Glenbarr , By Tarbert , ARGYLL , PA29 6UT , 01583 421292 
 Argyll & Bute , Innellan Primary School , Wyndham Road , Innellan , ARGYLL , PA23 7SJ , 01369 830560 
 Argyll & Bute , Inveraray Primary School , Inveraray , Argyll , -   , PA32 8YH , 01499 302218 
 Argyll & Bute , Iona Primary School , Isle Of Iona , Argyll , -   , PA76 6SJ , 01681 700348 
 Argyll & Bute , Keills Primary School , Port Askaig , Isle Of Islay , ARGYLL , PA46 7RF , 01496 840657 
 Argyll & Bute , Kilchattan Primary School , Kilchattan , Isle Of Colonsay , ARGYLL , PA61 7YR , 01951 200340 
 Argyll & Bute , Kilchrenan Primary School , Kilchrenan , Taynuilt , ARGYLL , PA35 1HD , 01866 833312 
 Argyll & Bute , Kilmartin Primary School , Kilmartin , Lochgilphead , ARGYLL , PA31 8QF , 01546 510293 
 Argyll & Bute , Kilmodan Primary School , Kilmodan , Glendaruel , ARGYLL , PA22 3AE , 01369 820280 
 Argyll & Bute , Kilninver Primary School , Kilninver , Oban , ARGYLL , PA34 4UT , 01852 316236 
 Argyll & Bute , Kirn Primary School , Park Road , Kirn , DUNOON , PA23 8EH , 01369 702509 
 Argyll & Bute , Lismore Primary School , Isle Of Lismore , Oban , ARGYLL , PA34 5UG , 01631 760258 
 Argyll & Bute , Lochdonhead Primary School , Lochdonhead , Isle Of Mull , ARGYLL , PA64 6AP , 01680 812473 
 Argyll & Bute , Lochnell Primary School , Ledaig , Argyll , -   , PA37 1QS , 01631 720300 
 Argyll & Bute , Luing Primary School , Isle of Luing , Oban , ARGYLL , PA34 4TY , 01852 314245 
 Argyll & Bute , Lochgoilhead Primary School , Lochgoilhead , Argyll , -   , PA24 8AJ , 01301 703338 
 Argyll & Bute , Minard Primary School , Minard , By Inveraray , ARGYLL , PA32 8YB , 01546 886636 
 Argyll & Bute , Park Primary School , Kerrera Terrace , Oban , ARGYLL , PA34 5AU , 01631 563941 
 Argyll & Bute , Rockfield Primary School , Oban Primary Campus , Soroba Road , OBAN , PA34 4SB , 01631 568090/1 
 Argyll & Bute , St Columba's Primary School , Oban Primary Campus , Soroba Road , OBAN , PA34 4SB , 01631 568092/0 
 Argyll & Bute , Port Charlotte Primary School , Port Charlotte , Isle Of Islay , ARGYLL , PA48 7TW , 01496 850327 
 Argyll & Bute , Port Ellen Primary School , Port Ellen , Isle of Islay , ARGYLL , PA42 7BW , 01496 302141 
 Argyll & Bute , Rhunahaorine Primary School , Tayinloan , Tarbert , ARGYLL , PA29 6XG , 01583 441269 
 Argyll & Bute , Salen Primary School , Salen , Aros , ISLE OF MULL , PA72 6JL , 01680 300348 
 Argyll & Bute , Sandbank Primary School , Sandbank , By Dunoon , ARGYLL , PA23 8PW , 01369 706350 
 Argyll & Bute , Small Isles Primary School , Craighouse , Isle of Jura , ARGYLL , PA60 7XG , 01496 820244 
 Argyll & Bute , Southend Primary School , Southend , By Campbeltown , ARGYLL , PA28 6RQ , 01586 830671 
 Argyll & Bute , Strachur Primary School , Strachur , Argyll , -   , PA27 8DQ , 01369 860293 
 Argyll & Bute , Strath of Appin Primary , Strath of Appin , Appin , ARGYLL , PA38 4BG , 01631 730345 
 Argyll & Bute , Strone Primary School , Strone , By Dunoon , ARGYLL , PA23 8RU , 01369 840242 
 Argyll & Bute , Taynuilt Primary School , Taynuilt , Argyll , -   , PA35 1JE , 01866 822343 
 Argyll & Bute , Tayvallich Primary School , Tayvallich , Lochgilphead , ARGYLL , PA31 8PW , 01546 870220 
 Argyll & Bute , Tighnabruaich Primary School , Tighnabruaich , Argyll , -   , PA21 2BE , 01700 811413 
 Argyll & Bute , Toward Primary School , Toward , By Dunoon , ARGYLL , PA23 7UG , 01369 870259 
 Argyll & Bute , Ulva Primary School , Ulva Ferry , Isle Of Mull , ARGYLL , PA73 6LT , 01688 500246 
 Argyll & Bute , Rockfield Gaelic Unit , Oban Primary Campus , Soroba Road , OBAN , PA34 4SB , 01631 568090 
 Argyll & Bute , Salen Primary Gaelic Unit , Salen , Aros , ISLE OF MULL , PA72 6JL , 01680 300348 
 Argyll & Bute , Sandbank Primary Gaelic Unit , Sandbank , By Dunoon , ARGYLL , PA23 8PW , 01369 706350 
 Argyll & Bute , Tiree High School , Isle Of Tiree , Argyll , -   , PA77 6XA , 01879 220790/220383 
 Argyll & Bute , Tarbert Academy , School Road , Tarbert , ARGYLL , PA29 6TE , 01880 820269 
 Argyll & Bute , Tobermory High School , Tobermory , Isle Of Mull , ARGYLL , PA75 6PB , 01688 302062 
 Argyll & Bute , Lochgilphead High School , Lochgilphead Joint Campus , Kilmory , LOCHGILPHEAD , PA31 8AA , 01546 602598 
 Argyll & Bute , Castlehill Primary School , Ralston Road , Campbeltown , ARGYLL , PA28 6LE , 01586 553446 
 Argyll & Bute , Dalintober Primary School , Dalaruan Street , Campbeltown , ARGYLL , PA28 6HG , 01586 552053 
 Argyll & Bute , Tiree Primary Gaelic Unit , Isle Of Tiree , Argyll , -   , PA77 6XA , 01879 220795/220383 
 Argyll & Bute , North Bute Primary School , Port Bannatyne , Rothesay , ISLE OF BUTE , PA20 0LZ , 01700 503728 
 Argyll & Bute , St Andrew's Primary School , Gowanfield Terrace , Rothesay , ISLE OF BUTE , PA20 0DX , 01700 503123 
 Argyll & Bute , Rothesay Academy , Rothesay Joint Campus , High Street , ROTHESAY , PA20 9JH , 01700 503367 
 Argyll & Bute , Bowmore Primary School , Bowmore , Isle of Islay , ARGYLL , PA43 7JX , 01496 810522 
 Argyll & Bute , Bowmore Primary Gaelic Unit , Bowmore , Isle of Islay , ARGYLL , PA43 7JX , 01496 810522 
 North Ayrshire , Brodick Primary School , Brodick , -   , ISLE OF ARRAN , KA27 8DW , 01770 302367 
 North Ayrshire , Corrie Primary School , Corrie , -   , ISLE OF ARRAN , KA27 8JP , 01770 810244 
 North Ayrshire , Kilmory Primary School , Kilmory , -   , ISLE OF ARRAN , KA27 8PQ , 01770 870262 
 North Ayrshire , Pirnmill Primary School , Pirnmill , Brodick , ISLE OF ARRAN , KA27 8HP , 01770 850226 
 North Ayrshire , Shiskine Primary School , Shiskine , Brodick , ISLE OF ARRAN , KA27 8EP , 01770 860207 
 North Ayrshire , Whiting Bay Primary School , Whiting Bay , -   , ISLE OF ARRAN , KA27 8PX , 01770 700260 
 North Ayrshire , Stanley Primary School , Stanley Road , -   , ARDROSSAN , KA22 7DH , 01294 462531 
 North Ayrshire , Winton Primary School , Anderson Terrace , -   , ARDROSSAN , KA22 8JP , 01294 464443 
 North Ayrshire , St Peter's Primary School , South Isle Road , -   , ARDROSSAN , KA22 7PX , 01294 462554 
 North Ayrshire , Beith Primary School , Glebe Road , -   , BEITH , KA15 1AZ , 01505 502363 
 North Ayrshire , Dalry Primary School , Sharon Street , -   , DALRY , KA24 5DR , 01294 832788 
 North Ayrshire , St Palladius' Primary School , Roche Way , -   , DALRY , KA24 5DG , 01294 832692 
 North Ayrshire , Dreghorn Primary School , Dundonald Road , Dreghorn , IRVINE , KA11 4AP , 01294 211018 
 North Ayrshire , Fairlie Primary School , Morton Way , -   , FAIRLIE , KA29 0BW , 01475 568441 
 North Ayrshire , Gateside Primary School , Main Road , -   , GATESIDE , KA15 2LF , 01505 502776 
 North Ayrshire , Moorpark Primary School , Milton Road , -   , KILBIRNIE , KA25 7EP , 01505 685386 
 North Ayrshire , St Bridget's Primary School , Hagthorn Avenue , -   , KILBIRNIE , KA25 6EJ , 01505 683293 
 North Ayrshire , Castlepark Primary School , Carron Place , -   , IRVINE , KA12 9LQ , 01294 279764 
 North Ayrshire , Glebe Primary School , Kirk Vennel , -   , IRVINE , KA12 0DQ , 01294 271587 
 North Ayrshire , Loudoun-Montgomery Primary School , Ayr Road , -   , IRVINE , KA12 8DF , 01294 279031 
 North Ayrshire , Woodlands Primary School , Woodlands Avenue , -   , IRVINE , KA12 0PU , 01294 279532 
 North Ayrshire , Abbey Primary School , Claremont Crescent , -   , KILWINNING , KA13 7HG , 01294 552251 
 North Ayrshire , Blacklands Primary School , David's Crescent , -   , KILWINNING , KA13 6JJ , 01294 552626 
 North Ayrshire , Corsehill Primary School , Fergushill Road , -   , KILWINNING , KA13 7GW , 01294 552418 
 North Ayrshire , Pennyburn Primary School , Sundrum Place , Pennyburn , KILWINNING , KA13 6SE , 01294 552807 
 North Ayrshire , St Winning's Primary School , St Winning's Road , -   , KIWINNING , KA13 6JX , 01294 552795 
 North Ayrshire , St Mary's Primary School , Linn Avenue , -   , LARGS , KA30 9JU , 01475 674382 
 North Ayrshire , Dykesmains Primary School , Simpson Drive , -   , SALTCOATS , KA21 6EX , 01294 461354 
 North Ayrshire , Mayfield Primary School , Kenilworth Drive , -   , SALTCOATS , KA21 6LH , 01294 465576 
 North Ayrshire , St Anthony's Primary School , Dykesmains Road , -   , SALTCOATS , KA21 6DE , 01294 468559 
 North Ayrshire , Skelmorlie Primary School , Innes Park Road , -   , SKELMORLIE , PA17 5BA , 01475 520997 
 North Ayrshire , Springside Primary School , Station Road , Springside , IRVINE , KA11 3AZ , 01294 211651 
